,Datum,Einstiegskosten,Ausstiegskosten,Portfolio Transaktionskosten,Sonstige laufende Kosten,ISIN
1926,07.12.2018,"0,08%",-,-,"0,00%",DE000DDM2632
1927,01.12.2018,"0,10%",-,-,"0,00%",DE000DDM2632
1928,10.11.2018,"0,06%",-,-,"0,00%",DE000DDM2632
1929,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM2632
1930,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM2632
1931,26.09.2019,"0,01%",-,-,"0,00%",DE000DDM2640
1932,30.07.2019,"0,02%",-,-,"0,00%",DE000DDM2640
1933,04.06.2019,"0,04%",-,-,"0,00%",DE000DDM2640
1934,04.04.2019,"0,04%",-,-,"0,00%",DE000DDM2640
1935,10.12.2018,"0,07%",-,-,"0,00%",DE000DDM2640
1936,01.12.2018,"0,09%",-,-,"0,00%",DE000DDM2640
1937,10.11.2018,"0,06%",-,-,"0,00%",DE000DDM2640
1938,09.11.2018,"0,10%",-,-,"0,00%",DE000DDM2640
1939,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM2640
1940,26.09.2019,"0,02%",-,-,"0,00%",DE000DDM2657
1941,30.07.2019,"0,02%",-,-,"0,00%",DE000DDM2657
1942,06.06.2019,"0,03%",-,-,"0,00%",DE000DDM2657
1943,19.04.2019,"0,04%",-,-,"0,00%",DE000DDM2657
1944,18.04.2019,"686,98%",-,-,"0,00%",DE000DDM2657
1945,20.03.2019,"0,04%",-,-,"0,00%",DE000DDM2657
1946,10.12.2018,"0,07%",-,-,"0,00%",DE000DDM2657
1947,01.12.2018,"0,09%",-,-,"0,00%",DE000DDM2657
1948,10.11.2018,"0,06%",-,-,"0,00%",DE000DDM2657
1949,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM2657
1950,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM2657
1951,26.09.2019,"0,02%",-,-,"0,00%",DE000DDM2665
1952,30.07.2019,"0,02%",-,-,"0,00%",DE000DDM2665
1953,18.06.2019,"0,03%",-,-,"0,00%",DE000DDM2665
1954,13.04.2019,"0,04%",-,-,"0,00%",DE000DDM2665
1955,07.12.2018,"0,08%",-,-,"0,00%",DE000DDM2665
1956,01.12.2018,"0,10%",-,-,"0,00%",DE000DDM2665
1957,10.11.2018,"0,07%",-,-,"0,00%",DE000DDM2665
1958,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM2665
1959,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM2665
1960,26.09.2019,"0,02%",-,-,"0,00%",DE000DDM2673
1961,30.07.2019,"0,02%",-,-,"0,00%",DE000DDM2673
1962,29.06.2019,"0,03%",-,-,"0,00%",DE000DDM2673
1963,03.05.2019,"0,04%",-,-,"0,00%",DE000DDM2673
1964,07.12.2018,"0,07%",-,-,"0,00%",DE000DDM2673
1965,01.12.2018,"0,10%",-,-,"0,00%",DE000DDM2673
1966,10.11.2018,"0,07%",-,-,"0,00%",DE000DDM2673
1967,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM2673
1968,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM2673
1969,28.09.2019,"0,02%",-,-,"0,00%",DE000DDM2681
1970,27.09.2019,"963,15%",-,-,"0,00%",DE000DDM2681
1971,26.09.2019,"0,02%",-,-,"0,00%",DE000DDM2681
1972,30.07.2019,"0,02%",-,-,"0,00%",DE000DDM2681
1973,20.07.2019,"0,03%",-,-,"0,00%",DE000DDM2681
1974,21.06.2019,"0,03%",-,-,"0,00%",DE000DDM2681
1975,07.12.2018,"0,07%",-,-,"0,00%",DE000DDM2681
1976,01.12.2018,"0,09%",-,-,"0,00%",DE000DDM2681
1977,10.11.2018,"0,06%",-,-,"0,00%",DE000DDM2681
1978,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM2681
1979,02.11.2018,"0,11%",-,-,"0,00%",DE000DDM2681
1980,26.09.2019,"0,03%",-,-,"0,00%",DE000DDM2699
1981,12.09.2019,"0,02%",-,-,"0,00%",DE000DDM2699
1982,30.07.2019,"0,03%",-,-,"0,00%",DE000DDM2699
1983,07.12.2018,"0,07%",-,-,"0,00%",DE000DDM2699
1984,01.12.2018,"0,10%",-,-,"0,00%",DE000DDM2699
1985,10.11.2018,"0,09%",-,-,"0,00%",DE000DDM2699
1986,09.11.2018,"0,10%",-,-,"0,00%",DE000DDM2699
1987,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM2699
1988,26.09.2019,"0,00%",-,-,"0,00%",DE000DDM26H8
1989,30.07.2019,"0,00%",-,-,"0,00%",DE000DDM26H8
1990,24.05.2019,"0,03%",-,-,"0,00%",DE000DDM26H8
1991,22.01.2019,"0,06%",-,-,"0,00%",DE000DDM26H8
1992,17.01.2019,"0,07%",-,-,"0,00%",DE000DDM26H8
1993,16.01.2019,"0,08%",-,-,"0,00%",DE000DDM26H8
1994,15.01.2019,"0,07%",-,-,"0,00%",DE000DDM26H8
1995,10.12.2018,"0,09%",-,-,"0,00%",DE000DDM26H8
1996,01.12.2018,"0,08%",-,-,"0,00%",DE000DDM26H8
1997,10.11.2018,"0,07%",-,-,"0,00%",DE000DDM26H8
1998,09.11.2018,"0,07%",-,-,"0,00%",DE000DDM26H8
1999,02.11.2018,"0,09%",-,-,"0,00%",DE000DDM26H8
2000,26.09.2019,"0,00%",-,-,"0,00%",DE000DDM26J4
2001,23.08.2019,"0,01%",-,-,"0,00%",DE000DDM26J4
2002,22.08.2019,"193,37%",-,-,"0,00%",DE000DDM26J4
2003,30.07.2019,"0,00%",-,-,"0,00%",DE000DDM26J4
2004,04.06.2019,"0,04%",-,-,"0,00%",DE000DDM26J4
2005,02.04.2019,"0,04%",-,-,"0,00%",DE000DDM26J4
2006,07.12.2018,"0,09%",-,-,"0,00%",DE000DDM26J4
2007,01.12.2018,"0,09%",-,-,"0,00%",DE000DDM26J4
2008,23.11.2018,"0,09%",-,-,"0,00%",DE000DDM26J4
2009,10.11.2018,"0,07%",-,-,"0,00%",DE000DDM26J4
2010,09.11.2018,"0,08%",-,-,"0,00%",DE000DDM26J4
2011,02.11.2018,"0,09%",-,-,"0,00%",DE000DDM26J4
2012,26.09.2019,"0,00%",-,-,"0,00%",DE000DDM26K2
2013,30.07.2019,"0,01%",-,-,"0,00%",DE000DDM26K2
2014,04.06.2019,"0,04%",-,-,"0,00%",DE000DDM26K2
2015,04.05.2019,"0,03%",-,-,"0,00%",DE000DDM26K2
2016,07.12.2018,"0,09%",-,-,"0,00%",DE000DDM26K2
2017,01.12.2018,"0,10%",-,-,"0,00%",DE000DDM26K2
2018,10.11.2018,"0,08%",-,-,"0,00%",DE000DDM26K2
2019,09.11.2018,"0,08%",-,-,"0,00%",DE000DDM26K2
2020,02.11.2018,"0,09%",-,-,"0,00%",DE000DDM26K2
2021,26.09.2019,"0,00%",-,-,"0,00%",DE000DDM26L0
2022,30.07.2019,"0,01%",-,-,"0,00%",DE000DDM26L0
2023,14.06.2019,"0,00%",-,-,"0,00%",DE000DDM26L0
2024,07.05.2019,"0,03%",-,-,"0,00%",DE000DDM26L0
2025,07.12.2018,"0,09%",-,-,"0,00%",DE000DDM26L0
2026,01.12.2018,"0,10%",-,-,"0,00%",DE000DDM26L0
2027,10.11.2018,"0,08%",-,-,"0,00%",DE000DDM26L0
2028,09.11.2018,"0,08%",-,-,"0,00%",DE000DDM26L0
2029,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM26L0
2030,26.09.2019,"0,00%",-,-,"0,00%",DE000DDM26M8
2031,30.07.2019,"0,01%",-,-,"0,00%",DE000DDM26M8
2032,28.06.2019,"0,01%",-,-,"0,00%",DE000DDM26M8
2033,16.05.2019,"0,04%",-,-,"0,00%",DE000DDM26M8
2034,07.12.2018,"0,09%",-,-,"0,00%",DE000DDM26M8
2035,01.12.2018,"0,10%",-,-,"0,00%",DE000DDM26M8
2036,10.11.2018,"0,08%",-,-,"0,00%",DE000DDM26M8
2037,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM26M8
2038,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM26M8
2039,26.09.2019,"0,00%",-,-,"0,00%",DE000DDM26N6
2040,30.07.2019,"0,01%",-,-,"0,00%",DE000DDM26N6
2041,27.06.2019,"0,01%",-,-,"0,00%",DE000DDM26N6
2042,08.06.2019,"0,01%",-,-,"0,00%",DE000DDM26N6
2043,10.12.2018,"0,09%",-,-,"0,00%",DE000DDM26N6
2044,01.12.2018,"0,10%",-,-,"0,00%",DE000DDM26N6
2045,10.11.2018,"0,09%",-,-,"0,00%",DE000DDM26N6
2046,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM26N6
2047,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM26N6
2048,26.09.2019,"0,00%",-,-,"0,00%",DE000DDM26P1
2049,06.08.2019,"0,02%",-,-,"0,00%",DE000DDM26P1
2050,30.07.2019,"0,00%",-,-,"0,00%",DE000DDM26P1
2051,31.05.2019,"0,04%",-,-,"0,00%",DE000DDM26P1
2052,07.12.2018,"0,08%",-,-,"0,00%",DE000DDM26P1
2053,01.12.2018,"0,10%",-,-,"0,00%",DE000DDM26P1
2054,10.11.2018,"0,08%",-,-,"0,00%",DE000DDM26P1
2055,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM26P1
2056,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM26P1
2057,26.09.2019,"0,01%",-,-,"0,00%",DE000DDM26Q9
2058,08.08.2019,"0,01%",-,-,"0,00%",DE000DDM26Q9
2059,30.07.2019,"0,01%",-,-,"0,00%",DE000DDM26Q9
2060,04.06.2019,"0,04%",-,-,"0,00%",DE000DDM26Q9
2061,10.12.2018,"0,08%",-,-,"0,00%",DE000DDM26Q9
2062,01.12.2018,"0,10%",-,-,"0,00%",DE000DDM26Q9
2063,10.11.2018,"0,09%",-,-,"0,00%",DE000DDM26Q9
2064,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM26Q9
2065,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM26Q9
2066,26.09.2019,"0,01%",-,-,"0,00%",DE000DDM26R7
2067,27.08.2019,"0,01%",-,-,"0,00%",DE000DDM26R7
2068,30.07.2019,"0,01%",-,-,"0,00%",DE000DDM26R7
2069,06.06.2019,"0,04%",-,-,"0,00%",DE000DDM26R7
2070,07.12.2018,"0,08%",-,-,"0,00%",DE000DDM26R7
2071,01.12.2018,"0,09%",-,-,"0,00%",DE000DDM26R7
2072,10.11.2018,"0,09%",-,-,"0,00%",DE000DDM26R7
2073,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM26R7
2074,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM26R7
2075,26.09.2019,"0,01%",-,-,"0,00%",DE000DDM26S5
2076,12.09.2019,"0,01%",-,-,"0,00%",DE000DDM26S5
2077,30.07.2019,"0,00%",-,-,"0,00%",DE000DDM26S5
2078,13.06.2019,"0,02%",-,-,"0,00%",DE000DDM26S5
2079,07.12.2018,"0,08%",-,-,"0,00%",DE000DDM26S5
2080,01.12.2018,"0,09%",-,-,"0,00%",DE000DDM26S5
2081,10.11.2018,"0,08%",-,-,"0,00%",DE000DDM26S5
2082,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM26S5
2083,02.11.2018,"0,09%",-,-,"0,00%",DE000DDM26S5
2084,26.09.2019,"0,01%",-,-,"0,00%",DE000DDM26T3
2085,25.09.2019,"0,00%",-,-,"0,00%",DE000DDM26T3
2086,30.07.2019,"0,00%",-,-,"0,00%",DE000DDM26T3
2087,19.06.2019,"0,02%",-,-,"0,00%",DE000DDM26T3
2088,07.12.2018,"0,08%",-,-,"0,00%",DE000DDM26T3
2089,01.12.2018,"0,09%",-,-,"0,00%",DE000DDM26T3
2090,10.11.2018,"0,08%",-,-,"0,00%",DE000DDM26T3
2091,09.11.2018,"0,10%",-,-,"0,00%",DE000DDM26T3
2092,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM26T3
2093,02.10.2019,"0,01%",-,-,"0,00%",DE000DDM26U1
2094,26.09.2019,"0,01%",-,-,"0,00%",DE000DDM26U1
2095,30.07.2019,"0,01%",-,-,"0,00%",DE000DDM26U1
2096,03.07.2019,"0,01%",-,-,"0,00%",DE000DDM26U1
2097,10.12.2018,"0,07%",-,-,"0,00%",DE000DDM26U1
2098,01.12.2018,"0,09%",-,-,"0,00%",DE000DDM26U1
2099,10.11.2018,"0,08%",-,-,"0,00%",DE000DDM26U1
2100,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM26U1
2101,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM26U1
2102,22.10.2019,"0,00%",-,-,"0,00%",DE000DDM26V9
2103,26.09.2019,"0,01%",-,-,"0,00%",DE000DDM26V9
2104,30.07.2019,"0,01%",-,-,"0,00%",DE000DDM26V9
2105,20.07.2019,"0,02%",-,-,"0,00%",DE000DDM26V9
2106,07.12.2018,"0,08%",-,-,"0,00%",DE000DDM26V9
2107,01.12.2018,"0,09%",-,-,"0,00%",DE000DDM26V9
2108,10.11.2018,"0,07%",-,-,"0,00%",DE000DDM26V9
2109,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM26V9
2110,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM26V9
2111,26.09.2019,"0,01%",-,-,"0,00%",DE000DDM26W7
2112,08.08.2019,"0,02%",-,-,"0,00%",DE000DDM26W7
2113,30.07.2019,"0,01%",-,-,"0,00%",DE000DDM26W7
2114,10.12.2018,"0,07%",-,-,"0,00%",DE000DDM26W7
2115,01.12.2018,"0,08%",-,-,"0,00%",DE000DDM26W7
2116,10.11.2018,"0,07%",-,-,"0,00%",DE000DDM26W7
2117,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM26W7
2118,02.11.2018,"0,09%",-,-,"0,00%",DE000DDM26W7
2119,26.09.2019,"0,01%",-,-,"0,00%",DE000DDM26X5
2120,31.08.2019,"0,02%",-,-,"0,00%",DE000DDM26X5
2121,30.07.2019,"0,02%",-,-,"0,00%",DE000DDM26X5
2122,15.02.2019,"0,06%",-,-,"0,00%",DE000DDM26X5
2123,12.02.2019,"0,06%",-,-,"0,00%",DE000DDM26X5
2124,05.02.2019,"0,06%",-,-,"0,00%",DE000DDM26X5
2125,11.01.2019,"0,07%",-,-,"0,00%",DE000DDM26X5
2126,07.12.2018,"0,07%",-,-,"0,00%",DE000DDM26X5
2127,01.12.2018,"0,08%",-,-,"0,00%",DE000DDM26X5
2128,10.11.2018,"0,07%",-,-,"0,00%",DE000DDM26X5
2129,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM26X5
2130,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM26X5
2131,26.09.2019,"0,02%",-,-,"0,00%",DE000DDM26Y3
2132,17.09.2019,"0,01%",-,-,"0,00%",DE000DDM26Y3
2133,30.07.2019,"0,01%",-,-,"0,00%",DE000DDM26Y3
2134,04.04.2019,"0,05%",-,-,"0,00%",DE000DDM26Y3
2135,20.03.2019,"0,04%",-,-,"0,00%",DE000DDM26Y3
2136,22.12.2018,"0,09%",-,-,"0,00%",DE000DDM26Y3
2137,07.12.2018,"0,07%",-,-,"0,00%",DE000DDM26Y3
2138,01.12.2018,"0,09%",-,-,"0,00%",DE000DDM26Y3
2139,10.11.2018,"0,07%",-,-,"0,00%",DE000DDM26Y3
2140,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM26Y3
2141,02.11.2018,"0,09%",-,-,"0,00%",DE000DDM26Y3
2142,08.10.2019,"0,01%",-,-,"0,00%",DE000DDM26Z0
2143,26.09.2019,"0,01%",-,-,"0,00%",DE000DDM26Z0
2144,30.07.2019,"0,02%",-,-,"0,00%",DE000DDM26Z0
2145,16.04.2019,"0,04%",-,-,"0,00%",DE000DDM26Z0
2146,07.12.2018,"0,08%",-,-,"0,00%",DE000DDM26Z0
2147,06.12.2018,"0,07%",-,-,"0,00%",DE000DDM26Z0
2148,01.12.2018,"0,09%",-,-,"0,00%",DE000DDM26Z0
2149,10.11.2018,"0,06%",-,-,"0,00%",DE000DDM26Z0
2150,09.11.2018,"0,08%",-,-,"0,00%",DE000DDM26Z0
2151,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM26Z0
2152,26.09.2019,"0,03%",-,-,"0,00%",DE000DDM27A1
2153,25.09.2019,"0,02%",-,-,"0,00%",DE000DDM27A1
2154,30.07.2019,"0,03%",-,-,"0,00%",DE000DDM27A1
2155,02.07.2019,"0,03%",-,-,"0,00%",DE000DDM27A1
2156,07.02.2019,"0,08%",-,-,"0,00%",DE000DDM27A1
2157,06.02.2019,"2054,65%",-,-,"0,00%",DE000DDM27A1
2158,07.12.2018,"0,07%",-,-,"0,00%",DE000DDM27A1
2159,01.12.2018,"0,10%",-,-,"0,00%",DE000DDM27A1
2160,10.11.2018,"0,06%",-,-,"0,00%",DE000DDM27A1
2161,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM27A1
2162,02.11.2018,"0,11%",-,-,"0,00%",DE000DDM27A1
2163,15.10.2019,"0,02%",-,-,"0,00%",DE000DDM27B9
2164,26.09.2019,"0,03%",-,-,"0,00%",DE000DDM27B9
2165,30.07.2019,"0,03%",-,-,"0,00%",DE000DDM27B9
2166,07.12.2018,"0,07%",-,-,"0,00%",DE000DDM27B9
2167,01.12.2018,"0,09%",-,-,"0,00%",DE000DDM27B9
2168,10.11.2018,"0,06%",-,-,"0,00%",DE000DDM27B9
2169,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM27B9
2170,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM27B9
2171,26.09.2019,"0,03%",-,-,"0,00%",DE000DDM27C7
2172,30.07.2019,"0,03%",-,-,"0,00%",DE000DDM27C7
2173,07.12.2018,"0,06%",-,-,"0,00%",DE000DDM27C7
2174,01.12.2018,"0,09%",-,-,"0,00%",DE000DDM27C7
2175,10.11.2018,"0,09%",-,-,"0,00%",DE000DDM27C7
2176,09.11.2018,"0,10%",-,-,"0,00%",DE000DDM27C7
2177,02.11.2018,"0,11%",-,-,"0,00%",DE000DDM27C7
2178,26.09.2019,"0,03%",-,-,"0,00%",DE000DDM27D5
2179,30.07.2019,"0,04%",-,-,"0,00%",DE000DDM27D5
2180,07.12.2018,"0,06%",-,-,"0,00%",DE000DDM27D5
2181,01.12.2018,"0,09%",-,-,"0,00%",DE000DDM27D5
2182,10.11.2018,"0,08%",-,-,"0,00%",DE000DDM27D5
2183,09.11.2018,"0,10%",-,-,"0,00%",DE000DDM27D5
2184,02.11.2018,"0,11%",-,-,"0,00%",DE000DDM27D5
2185,26.09.2019,"0,04%",-,-,"0,00%",DE000DDM27E3
2186,30.07.2019,"0,04%",-,-,"0,00%",DE000DDM27E3
2187,10.12.2018,"0,05%",-,-,"0,00%",DE000DDM27E3
2188,01.12.2018,"0,08%",-,-,"0,00%",DE000DDM27E3
2189,10.11.2018,"0,04%",-,-,"0,00%",DE000DDM27E3
2190,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM27E3
2191,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM27E3
2192,26.09.2019,"0,03%",-,-,"0,00%",DE000DDM27F0
2193,30.07.2019,"0,04%",-,-,"0,00%",DE000DDM27F0
2194,10.12.2018,"0,05%",-,-,"0,00%",DE000DDM27F0
2195,01.12.2018,"0,08%",-,-,"0,00%",DE000DDM27F0
2196,10.11.2018,"0,04%",-,-,"0,00%",DE000DDM27F0
2197,09.11.2018,"0,08%",-,-,"0,00%",DE000DDM27F0
2198,02.11.2018,"0,10%",-,-,"0,00%",DE000DDM27F0
2199,26.09.2019,"0,04%",-,-,"0,00%",DE000DDM5XA7
2200,30.07.2019,"0,04%",-,-,"0,00%",DE000DDM5XA7
2201,10.12.2018,"0,05%",-,-,"0,00%",DE000DDM5XA7
2202,01.12.2018,"0,08%",-,-,"0,00%",DE000DDM5XA7
2203,10.11.2018,"0,05%",-,-,"0,00%",DE000DDM5XA7
2204,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM5XA7
2205,05.11.2018,"0,09%",-,-,"0,00%",DE000DDM5XA7
2206,26.09.2019,"0,04%",-,-,"0,00%",DE000DDM5XB5
2207,30.07.2019,"0,04%",-,-,"0,00%",DE000DDM5XB5
2208,07.12.2018,"0,04%",-,-,"0,00%",DE000DDM5XB5
2209,01.12.2018,"0,08%",-,-,"0,00%",DE000DDM5XB5
2210,10.11.2018,"0,03%",-,-,"0,00%",DE000DDM5XB5
2211,09.11.2018,"0,08%",-,-,"0,00%",DE000DDM5XB5
2212,05.11.2018,"0,09%",-,-,"0,00%",DE000DDM5XB5
2213,26.09.2019,"0,03%",-,-,"0,00%",DE000DDM6351
2214,30.07.2019,"0,03%",-,-,"0,00%",DE000DDM6351
2215,10.12.2018,"0,06%",-,-,"0,00%",DE000DDM6351
2216,01.12.2018,"0,09%",-,-,"0,00%",DE000DDM6351
2217,13.11.2018,"0,08%",-,-,"0,00%",DE000DDM6351
2218,09.11.2018,"0,10%",-,-,"0,00%",DE000DDM6351
2219,06.11.2018,"0,09%",-,-,"0,00%",DE000DDM6351
2220,26.09.2019,"0,03%",-,-,"0,00%",DE000DDM6369
2221,30.07.2019,"0,04%",-,-,"0,00%",DE000DDM6369
2222,07.12.2018,"0,05%",-,-,"0,00%",DE000DDM6369
2223,01.12.2018,"0,09%",-,-,"0,00%",DE000DDM6369
2224,13.11.2018,"0,08%",-,-,"0,00%",DE000DDM6369
2225,09.11.2018,"0,09%",-,-,"0,00%",DE000DDM6369
2226,06.11.2018,"0,09%",-,-,"0,00%",DE000DDM6369
2227,26.09.2019,"0,00%",-,-,"0,00%",DE000DDN8D46
2228,30.07.2019,"0,00%",-,-,"0,00%",DE000DDN8D46
2229,24.04.2019,"0,03%",-,-,"0,00%",DE000DDN8D46
2230,07.12.2018,"0,08%",-,-,"0,00%",DE000DDN8D46
2231,01.12.2018,"0,08%",-,-,"0,00%",DE000DDN8D46
2232,21.11.2018,"0,09%",-,-,"0,00%",DE000DDN8D46
2233,26.09.2019,"0,00%",-,-,"0,00%",DE000DDN8D53
2234,30.07.2019,"0,01%",-,-,"0,00%",DE000DDN8D53
2235,03.05.2019,"0,03%",-,-,"0,00%",DE000DDN8D53
2236,19.01.2019,"0,06%",-,-,"0,00%",DE000DDN8D53
2237,18.01.2019,"0,07%",-,-,"0,00%",DE000DDN8D53
2238,17.01.2019,"0,07%",-,-,"0,00%",DE000DDN8D53
2239,04.01.2019,"0,09%",-,-,"0,00%",DE000DDN8D53
2240,07.12.2018,"0,09%",-,-,"0,00%",DE000DDN8D53
2241,01.12.2018,"0,08%",-,-,"0,00%",DE000DDN8D53
2242,21.11.2018,"0,09%",-,-,"0,00%",DE000DDN8D53
2243,26.09.2019,"0,01%",-,-,"0,00%",DE000DDN8D61
2244,30.07.2019,"0,01%",-,-,"0,00%",DE000DDN8D61
2245,29.05.2019,"0,03%",-,-,"0,00%",DE000DDN8D61
2246,16.04.2019,"0,03%",-,-,"0,00%",DE000DDN8D61
2247,07.12.2018,"0,09%",-,-,"0,00%",DE000DDN8D61
2248,01.12.2018,"0,09%",-,-,"0,00%",DE000DDN8D61
2249,21.11.2018,"0,10%",-,-,"0,00%",DE000DDN8D61
2250,26.09.2019,"0,00%",-,-,"0,00%",DE000DDQ4NS9
2251,30.07.2019,"0,00%",-,-,"0,00%",DE000DDQ4NS9
2252,09.05.2019,"0,03%",-,-,"0,00%",DE000DDQ4NS9
2253,14.02.2019,"0,04%",-,-,"0,00%",DE000DDQ4NS9
2254,10.12.2018,"0,08%",-,-,"0,00%",DE000DDQ4NS9
2255,26.09.2019,"0,01%",-,-,"0,00%",DE000DDQ4NT7
2256,30.07.2019,"0,00%",-,-,"0,00%",DE000DDQ4NT7
2257,30.05.2019,"0,03%",-,-,"0,00%",DE000DDQ4NT7
2258,06.03.2019,"0,03%",-,-,"0,00%",DE000DDQ4NT7
2259,10.12.2018,"0,10%",-,-,"0,00%",DE000DDQ4NT7
2260,26.09.2019,"0,03%",-,-,"0,00%",DE000DDR13D4
2261,30.07.2019,"0,05%",-,-,"0,00%",DE000DDR13D4
2262,27.06.2019,"0,07%",-,-,"0,00%",DE000DDR13D4
2263,24.06.2019,"0,06%",-,-,"0,00%",DE000DDR13D4
2264,19.02.2019,"0,08%",-,-,"0,00%",DE000DDR13D4
2265,14.12.2018,"0,78%",-,-,"0,00%",DE000DDR13D4
2266,13.12.2018,"0,78%",-,-,"0,00%",DE000DDR13D4
2267,12.12.2018,"0,78%",-,-,"0,00%",DE000DDR13D4
2268,12.12.2018,"0,78%",-,-,"0,00%",DE000DDR13D4
2269,26.09.2019,"0,03%",-,-,"0,00%",DE000DDR13E2
2270,30.07.2019,"0,05%",-,-,"0,00%",DE000DDR13E2
2271,16.07.2019,"0,06%",-,-,"0,00%",DE000DDR13E2
2272,25.06.2019,"0,07%",-,-,"0,00%",DE000DDR13E2
2273,13.12.2018,"0,77%",-,-,"0,00%",DE000DDR13E2
2274,13.12.2018,"0,77%",-,-,"0,00%",DE000DDR13E2
2275,12.12.2018,"0,77%",-,-,"0,00%",DE000DDR13E2
2276,12.12.2018,"0,77%",-,-,"0,00%",DE000DDR13E2
2277,28.09.2019,"0,03%",-,-,"0,00%",DE000DDR13H5
2278,26.09.2019,"0,03%",-,-,"0,00%",DE000DDR13H5
2279,30.07.2019,"0,05%",-,-,"0,00%",DE000DDR13H5
2280,25.06.2019,"0,08%",-,-,"0,00%",DE000DDR13H5
2281,03.04.2019,"0,94%",-,-,"0,00%",DE000DDR13H5
2282,02.04.2019,"209,56%",-,-,"0,00%",DE000DDR13H5
2283,13.12.2018,"0,77%",-,-,"0,00%",DE000DDR13H5
2284,13.12.2018,"0,77%",-,-,"0,00%",DE000DDR13H5
2285,12.12.2018,"0,77%",-,-,"0,00%",DE000DDR13H5
2286,12.12.2018,"0,77%",-,-,"0,00%",DE000DDR13H5
2287,26.09.2019,"0,00%",-,-,"0,00%",DE000DDS5TC5
2288,30.07.2019,"0,00%",-,-,"0,00%",DE000DDS5TC5
2289,05.04.2019,"0,02%",-,-,"0,00%",DE000DDS5TC5
2290,29.12.2018,"0,09%",-,-,"0,00%",DE000DDS5TC5
2291,28.12.2018,"0,09%",-,-,"0,00%",DE000DDS5TC5
2292,22.12.2018,"0,09%",-,-,"0,00%",DE000DDS5TC5
2293,26.09.2019,"0,00%",-,-,"0,00%",DE000DDT8400
2294,24.09.2019,"0,00%",-,-,"0,00%",DE000DDT8400
2295,30.07.2019,"0,01%",-,-,"0,00%",DE000DDT8400
2296,19.02.2019,"0,02%",-,-,"0,00%",DE000DDT8400
2297,16.01.2019,"0,65%",-,-,"0,00%",DE000DDT8400
2298,26.09.2019,"0,10%",-,-,"0,00%",DE000DDT8467
2299,24.09.2019,"0,10%",-,-,"0,00%",DE000DDT8467
2300,30.07.2019,"0,08%",-,-,"0,00%",DE000DDT8467
2301,24.01.2019,"0,69%",-,-,"0,00%",DE000DDT8467
2302,16.01.2019,"0,69%",-,-,"0,00%",DE000DDT8467
2303,26.09.2019,"0,10%",-,-,"0,00%",DE000DDT8483
2304,24.09.2019,"0,11%",-,-,"0,00%",DE000DDT8483
2305,30.07.2019,"0,09%",-,-,"0,00%",DE000DDT8483
2306,27.03.2019,"0,76%",-,-,"0,00%",DE000DDT8483
2307,16.01.2019,"0,69%",-,-,"0,00%",DE000DDT8483
2308,26.09.2019,"0,10%",-,-,"0,00%",DE000DDT85D8
2309,24.09.2019,"0,10%",-,-,"0,00%",DE000DDT85D8
2310,30.07.2019,"1,00%",-,-,"0,00%",DE000DDT85D8
2311,14.06.2019,"0,91%",-,-,"0,00%",DE000DDT85D8
2312,16.01.2019,"0,70%",-,-,"0,00%",DE000DDT85D8
